timestamp_utc,service,scenario,original_query,rewritten_query,excluded_terms,rewrite_error,use_llm,llm_model,llm_max_tokens,temperature,scoring_profile,min_score,limit,candidate_limit,rewrite_ms,search_ms,request_ms,rewrite_query_id,search_query_id,rewrite_total_elapsed_ms,search_total_elapsed_ms,request_total_elapsed_ms,rewrite_cost_total_credits,search_cost_total_credits,request_cost_total_credits,rewrite_cost_cloud_services_credits,search_cost_cloud_services_credits,rewrite_cost_compute_credits,search_cost_compute_credits,rewrite_cost_query_accel_credits,search_cost_query_accel_credits,include_tags_raw,include_tags_matched,include_tags_unknown,supported_languages_raw,supported_languages_matched,supported_languages_unknown,release_year_raw,release_year_from_raw,release_year_to_raw,release_year_matched,release_year_from_matched,release_year_to_matched,attribute_filters_enabled,attribute_filters_relaxed,attribute_filter_tags_requested,attribute_filter_supported_languages_requested,attribute_filter_release_year_requested,attribute_filter_release_year_from_requested,attribute_filter_release_year_to_requested,attribute_filter_tags,attribute_filter_supported_languages,attribute_filter_release_year,attribute_filter_release_year_from,attribute_filter_release_year_to,result_count,result_count_after_limit
2026-02-10T19:41:27+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,balanced_default,0.3,10,100,0,1107,1107,,01c2535d-0005-0846-0001-397a00068eb6,,51,51,,8e-06,8e-06,,8e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:28+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,balanced_default,0.65,10,100,0,984,984,,01c2535d-0005-0843-0001-397a0006d15e,,52,52,,8e-06,8e-06,,8e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:29+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,balanced_default,0.75,10,100,0,1012,1012,,01c2535d-0005-0847-0001-397a0006c19a,,58,58,,9e-06,9e-06,,9e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:30+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,balanced_default,0.85,10,100,0,930,930,,01c2535d-0005-0843-0001-397a0006d166,,34,34,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:31+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,keyword_focus,0.3,10,100,0,1019,1019,,01c2535d-0005-0843-0001-397a0006d16e,,34,34,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:32+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,keyword_focus,0.65,10,100,0,1229,1229,,01c2535d-0005-0846-0001-397a00068ec6,,45,45,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:33+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,keyword_focus,0.75,10,100,0,1124,1124,,01c2535d-0005-0843-0001-397a0006d176,,36,36,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:34+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,keyword_focus,0.85,10,100,0,1084,1084,,01c2535d-0005-0846-0001-397a00068ed2,,41,41,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:35+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,semantic_focus,0.3,10,100,0,1169,1169,,01c2535d-0005-0847-0001-397a0006c1b6,,59,59,,9e-06,9e-06,,9e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:36+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,semantic_focus,0.65,10,100,0,1026,1026,,01c2535d-0005-0843-0001-397a0006d182,,34,34,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:38+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,semantic_focus,0.75,10,100,0,1124,1124,,01c2535d-0005-0843-0001-397a0006d18a,,34,34,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:39+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,semantic_focus,0.85,10,100,0,1126,1126,,01c2535d-0005-0846-0001-397a00068ede,,38,38,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:40+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,keyword_extreme,0.3,10,100,0,1228,1228,,01c2535d-0005-0843-0001-397a0006d18e,,34,34,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:41+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,keyword_extreme,0.65,10,100,0,1126,1126,,01c2535d-0005-0847-0001-397a0006c1ca,,62,62,,9e-06,9e-06,,9e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:42+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,keyword_extreme,0.75,10,100,0,985,985,,01c2535d-0005-0843-0001-397a0006d192,,34,34,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:43+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,keyword_extreme,0.85,10,100,0,1167,1167,,01c2535d-0005-0843-0001-397a0006d19a,,39,39,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:44+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,no_reranker_balanced,0.3,10,100,0,818,818,,01c2535d-0005-0843-0001-397a0006d19e,,36,36,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:45+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,no_reranker_balanced,0.65,10,100,0,1073,1073,,01c2535d-0005-0847-0001-397a0006c1de,,40,40,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:46+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,no_reranker_balanced,0.75,10,100,0,768,768,,01c2535d-0005-0846-0001-397a00068ef6,,52,52,,8e-06,8e-06,,8e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:47+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,no_reranker_balanced,0.85,10,100,0,818,818,,01c2535d-0005-0847-0001-397a0006c1e6,,41,41,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:47+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,low_latency,0.3,10,100,0,820,820,,01c2535d-0005-0847-0001-397a0006c1ea,,37,37,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:48+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,low_latency,0.65,10,100,0,816,816,,01c2535d-0005-0846-0001-397a00068efe,,33,33,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:49+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,low_latency,0.75,10,100,0,1130,1130,,01c2535d-0005-0846-0001-397a00068f02,,41,41,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:50+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,low_latency,0.85,10,100,0,1026,1026,,01c2535d-0005-0843-0001-397a0006d1be,,185,185,,2.8e-05,2.8e-05,,2.8e-05,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:52+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,reranker_heavy,0.3,10,100,0,1124,1124,,01c2535d-0005-0843-0001-397a0006d1c2,,47,47,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:53+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,reranker_heavy,0.65,10,100,0,1024,1024,,01c2535d-0005-0843-0001-397a0006d1ca,,31,31,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:54+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,reranker_heavy,0.75,10,100,0,1024,1024,,01c2535d-0005-0843-0001-397a0006d1ce,,34,34,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:55+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets","I need something cozy, warm & fuzzy, stress-free: rebuild a cat cafe + decorating + pets",[],,False,,,,reranker_heavy,0.85,10,100,0,1792,1792,,01c2535d-0005-0847-0001-397a0006c206,,61,61,,9e-06,9e-06,,9e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:41:57+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,balanced_default,0.3,10,100,0,1280,1280,,01c2535d-0005-0847-0001-397a0006c20e,,43,43,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:41:58+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,balanced_default,0.65,10,100,0,1127,1127,,01c2535d-0005-0847-0001-397a0006c216,,47,47,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,82,10
2026-02-10T19:41:59+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,balanced_default,0.75,10,100,0,1037,1037,,01c2535d-0005-0843-0001-397a0006d1e2,,38,38,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:42:00+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,balanced_default,0.85,10,100,0,1112,1112,,01c2535d-0005-0847-0001-397a0006c21e,,44,44,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:42:01+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,keyword_focus,0.3,10,100,0,1126,1126,,01c2535e-0005-0847-0001-397a0006c226,,43,43,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:42:02+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,keyword_focus,0.65,10,100,0,1126,1126,,01c2535e-0005-0846-0001-397a00068f2a,,51,51,,8e-06,8e-06,,8e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,82,10
2026-02-10T19:42:04+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,keyword_focus,0.75,10,100,0,1331,1331,,01c2535e-0005-0847-0001-397a0006c22e,,58,58,,9e-06,9e-06,,9e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:42:05+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,keyword_focus,0.85,10,100,0,1126,1126,,01c2535e-0005-0843-0001-397a0006d1ee,,40,40,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:42:06+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,semantic_focus,0.3,10,100,0,1025,1025,,01c2535e-0005-0843-0001-397a0006d1f6,,33,33,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:42:07+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,semantic_focus,0.65,10,100,0,1085,1085,,01c2535e-0005-0847-0001-397a0006c236,,38,38,,6e-06,6e-06,,6e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,82,10
2026-02-10T19:42:08+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,semantic_focus,0.75,10,100,0,1166,1166,,01c2535e-0005-0843-0001-397a0006d202,,31,31,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:42:09+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,semantic_focus,0.85,10,100,0,1126,1126,,01c2535e-0005-0843-0001-397a0006d206,,32,32,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:42:11+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,keyword_extreme,0.3,10,100,0,1537,1537,,01c2535e-0005-0843-0001-397a0006d20a,,46,46,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:42:12+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,keyword_extreme,0.65,10,100,0,1328,1328,,01c2535e-0005-0847-0001-397a0006c246,,35,35,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,82,10
2026-02-10T19:42:13+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,keyword_extreme,0.75,10,100,0,1128,1128,,01c2535e-0005-0843-0001-397a0006d212,,33,33,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:42:14+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,keyword_extreme,0.85,10,100,0,1067,1067,,01c2535e-0005-0843-0001-397a0006d216,,33,33,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,0,0
2026-02-10T19:42:15+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,no_reranker_balanced,0.3,10,100,0,879,879,,01c2535e-0005-0846-0001-397a00068f5e,,45,45,,7e-06,7e-06,,7e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,100,10
2026-02-10T19:42:18+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods","melancholic, story-rich, small town, autumn vibes, weird stuff happening in the woods",[],,False,,,,no_reranker_balanced,0.65,10,100,0,3172,3172,,01c2535e-0005-0843-0001-397a0006d21e,,32,32,,5e-06,5e-06,,5e-06,,,,,[],[],[],[],[],[],,,,,,,True,False,[],[],,,,[],[],,,,82,10
