timestamp_utc,service,scenario,original_query,rewritten_query,excluded_terms,rewrite_error,use_llm,llm_model,llm_max_tokens,temperature,scoring_profile,min_score,limit,candidate_limit,rewrite_ms,search_ms,request_ms,rewrite_query_id,search_query_id,rewrite_total_elapsed_ms,search_total_elapsed_ms,request_total_elapsed_ms,rewrite_cost_total_credits,search_cost_total_credits,request_cost_total_credits,rewrite_cost_cloud_services_credits,search_cost_cloud_services_credits,rewrite_cost_compute_credits,search_cost_compute_credits,rewrite_cost_query_accel_credits,search_cost_query_accel_credits,include_tags_raw,include_tags_matched,include_tags_unknown,supported_languages_raw,supported_languages_matched,supported_languages_unknown,release_year_raw,release_year_matched,attribute_filters_enabled,attribute_filter_tags,attribute_filter_supported_languages,attribute_filter_release_year,result_count,result_count_after_limit
2026-02-10T06:16:51+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"Is ""Hidden Cats in Krakow"" in the catalog? if not, show closest hidden cats city games",hidden cats city Krakow hidden object cats urban,[],,True,claude-4-sonnet,120,0.0,balanced_default,0.3,10,100,3718,543,4261,01c25038-0005-081e-0001-397a0004720e,01c25038-0005-0810-0001-397a00044a66,3643,68,3711,9e-05,1e-05,0.0001,9e-05,1e-05,,,,,"[""hidden cats"", ""city""]",[],"[""hidden cats"", ""city""]",[],[],[],,,True,[],[],,100,10
2026-02-10T06:16:56+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"Is ""Hidden Cats in Krakow"" in the catalog? if not, show closest hidden cats city games",hidden cats city Krakow hidden object cats urban,[],,True,claude-4-sonnet,120,0.0,balanced_default,0.65,10,100,3133,427,3560,01c25038-0005-081a-0001-397a00045aa6,01c25038-0005-081a-0001-397a00045aaa,3088,54,3142,6e-05,8e-06,6.8e-05,6e-05,8e-06,,,,,"[""hidden cats"", ""city""]",[],"[""hidden cats"", ""city""]",[],[],[],,,True,[],[],,100,10
2026-02-10T06:16:59+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"Is ""Hidden Cats in Krakow"" in the catalog? if not, show closest hidden cats city games",hidden cats city Krakow hidden object cats urban,[],,True,claude-4-sonnet,120,0.0,balanced_default,0.75,10,100,1625,435,2060,01c25038-0005-081a-0001-397a00045aae,01c25038-0005-07c5-0001-397a0004627e,1582,54,1636,4.3e-05,8e-06,5.1e-05,4.3e-05,8e-06,,,,,"[""hidden cats"", ""city""]",[],"[""hidden cats"", ""city""]",[],[],[],,,True,[],[],,26,10
2026-02-10T06:17:02+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"Is ""Hidden Cats in Krakow"" in the catalog? if not, show closest hidden cats city games",hidden cats city Krakow hidden object cats urban,[],,True,claude-4-sonnet,120,0.0,balanced_default,0.85,10,100,1787,480,2267,01c25038-0005-081e-0001-397a0004721a,01c25039-0005-081e-0001-397a00047222,1640,65,1705,5.3e-05,1e-05,6.3e-05,5.3e-05,1e-05,,,,,"[""hidden cats"", ""city""]",[],"[""hidden cats"", ""city""]",[],[],[],,,True,[],[],,0,0
2026-02-10T06:17:05+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"Is ""Hidden Cats in Krakow"" in the catalog? if not, show closest hidden cats city games",hidden cats city Krakow hidden object cats urban,[],,True,claude-4-sonnet,120,0.0,keyword_focus,0.3,10,100,1713,410,2123,01c25039-0005-07c5-0001-397a00046282,01c25039-0005-07f0-0001-397a0004399a,1667,43,1710,6.2e-05,6e-06,6.8e-05,6.2e-05,6e-06,,,,,"[""hidden cats"", ""city""]",[],"[""hidden cats"", ""city""]",[],[],[],,,True,[],[],,100,10
2026-02-10T06:17:09+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"Is ""Hidden Cats in Krakow"" in the catalog? if not, show closest hidden cats city games",hidden cats city Krakow hidden object cats urban,[],,True,claude-4-sonnet,120,0.0,keyword_focus,0.65,10,100,2729,405,3134,01c25039-0005-07f0-0001-397a0004399e,01c25039-0005-07f0-0001-397a000439a2,2677,31,2708,5.1e-05,5e-06,5.6e-05,5.1e-05,5e-06,,,,,"[""hidden cats"", ""city""]",[],"[""hidden cats"", ""city""]",[],[],[],,,True,[],[],,100,10
2026-02-10T06:17:13+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"Is ""Hidden Cats in Krakow"" in the catalog? if not, show closest hidden cats city games",hidden cats city Krakow hidden object cats urban,[],,True,claude-4-sonnet,120,0.0,keyword_focus,0.75,10,100,2421,504,2925,01c25039-0005-081a-0001-397a00045aba,01c25039-0005-081e-0001-397a0004722e,2321,36,2357,4.8e-05,5e-06,5.3e-05,4.8e-05,5e-06,,,,,"[""hidden cats"", ""city""]",[],"[""hidden cats"", ""city""]",[],[],[],,,True,[],[],,26,10
2026-02-10T06:17:18+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"Is ""Hidden Cats in Krakow"" in the catalog? if not, show closest hidden cats city games",hidden cats city Krakow hidden object cats urban,[],,True,claude-4-sonnet,120,0.0,keyword_focus,0.85,10,100,2764,410,3174,01c25039-0005-081a-0001-397a00045ac2,01c25039-0005-07c5-0001-397a0004629a,2658,47,2705,4e-05,7e-06,4.7e-05,4e-05,7e-06,,,,,"[""hidden cats"", ""city""]",[],"[""hidden cats"", ""city""]",[],[],[],,,True,[],[],,0,0
2026-02-10T06:17:22+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"Is ""Hidden Cats in Krakow"" in the catalog? if not, show closest hidden cats city games",hidden cats city Krakow hidden object cats urban,[],,True,claude-4-sonnet,120,0.0,semantic_focus,0.3,10,100,3234,410,3644,01c25039-0005-07c5-0001-397a000462a2,01c25039-0005-07c5-0001-397a000462a6,3132,34,3166,7.1e-05,5e-06,7.6e-05,7.1e-05,5e-06,,,,,"[""hidden cats"", ""city""]",[],"[""hidden cats"", ""city""]",[],[],[],,,True,[],[],,100,10
2026-02-10T06:17:27+00:00,CORTEX_DB.RAW.CAT_GAMES_SVC_1_5,default,"Is ""Hidden Cats in Krakow"" in the catalog? if not, show closest hidden cats city games",hidden cats city Krakow hidden object cats urban,[],,True,claude-4-sonnet,120,0.0,semantic_focus,0.65,10,100,2989,414,3403,01c25039-0005-07c5-0001-397a000462aa,01c25039-0005-081a-0001-397a00045ace,2942,46,2988,7.1e-05,7e-06,7.8e-05,7.1e-05,7e-06,,,,,"[""hidden cats"", ""city""]",[],"[""hidden cats"", ""city""]",[],[],[],,,True,[],[],,100,10
